column	type	best_encoding	compression	winner_metric	physical_bytes	baseline_encoded_bytes	target_bytes	encoded_bytes	compressed_bytes	post_compression_no_encoding_bytes	post_compression_no_encoding_ratio	post_encoding_ratio	post_compression_ratio	encoding_compression_ratio_improvement_pct	codec_ratio	int_encoding	date_encoding	timestamp_encoding	string_encoding	experiment	result_file	column_stats_tsv
SocialSourceNetworkID	int16	plain	zstd-3	compressed_bytes	40000	40064	100	40062	100	100	400.640000	1.000050	400.640000	0.000000	400.620000	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
SocialSourcePage	string	plain	zstd-3	compressed_bytes	42	40104	98	40102	98	98	409.224490	1.000050	409.224490	0.000000	409.204082	plain	plain	plain	plain	rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
Title	string	rle-dict	zstd-3	compressed_bytes	2200605	2247281	148809	545453	148809	232596	9.661735	4.120027	15.101781	56.305062	3.665457	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
TraficSourceID	int16	rle-dict	zstd-3	compressed_bytes	40000	40064	1961	2896	1961	2586	15.492653	13.834254	20.430393	31.871494	1.476798	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
URL	string	rle-dict	zstd-3	compressed_bytes	760012	800512	73426	247077	73426	90486	8.846805	3.239929	10.902296	23.234277	3.364980	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
URLCategoryID	int16	rle-dict	zstd-3	compressed_bytes	40000	40064	418	546	418	430	93.172093	73.377289	95.846890	2.870813	1.306220	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
URLHash	int64	plain	zstd-3	compressed_bytes	80000	80080	27185	80080	27185	27185	2.945742	1.000000	2.945742	0.000000	2.945742	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
URLRegionID	int32	plain	zstd-3	compressed_bytes	40000	40064	445	40063	445	445	90.031461	1.000025	90.031461	0.000000	90.029213	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
UTMCampaign	string	rle-dict	zstd-3	compressed_bytes	3304	43420	491	637	491	630	68.920635	68.163265	88.431772	28.309572	1.297352	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMContent	string	rle-dict	none	encoded_bytes	474	40534	203	203	203	40534	1.000000	199.674877			1.000000	plain	plain	plain	rle-dict	rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMMedium	string	rle-dict	zstd-3	compressed_bytes	502	40557	307	377	307	414	97.963768	107.578249	132.107492	34.853420	1.228013	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMSource	string	rle-dict	zstd-3	compressed_bytes	1621	41689	379	509	379	500	83.378000	81.903733	109.997361	31.926121	1.343008	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMTerm	string	rle-dict	none	encoded_bytes	1288	41368	288	288	288	41368	1.000000	143.638889			1.000000	plain	plain	plain	rle-dict	rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
UserAgent	int16	plain	zstd-3	compressed_bytes	40000	40064	1421	40063	1421	1421	28.194229	1.000025	28.194229	0.000000	28.193526	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
UserAgentMajor	int16	plain	zstd-3	compressed_bytes	40000	40064	1526	40063	1526	1526	26.254260	1.000025	26.254260	0.000000	26.253604	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
UserAgentMinor	string	rle-dict	zstd-3	compressed_bytes	36930	76990	1278	1986	1278	1802	42.724750	38.766365	60.242567	41.001565	1.553991	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
UserID	int64	plain	zstd-3	compressed_bytes	80000	80080	5858	80079	5858	5858	13.670195	1.000012	13.670195	0.000000	13.670024	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
WatchID	int64	plain	none	encoded_bytes	80000	80080	80080	80080	80080	80080	1.000000	1.000000			1.000000	plain	plain	plain	delta-byte-array	rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
WindowClientHeight	int16	plain	zstd-3	compressed_bytes	40000	40064	2425	40063	2425	2425	16.521237	1.000025	16.521237	0.000000	16.520825	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
WindowClientWidth	int16	plain	zstd-3	compressed_bytes	40000	40064	2986	40063	2986	2986	13.417281	1.000025	13.417281	0.000000	13.416946	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
WindowName	int32	plain	zstd-3	compressed_bytes	40000	40064	103	40062	103	103	388.970874	1.000050	388.970874	0.000000	388.951456	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
WithHash	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
