rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
76	rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	delta-length-byte-array	7711890	8847066	7773263	794813	1.138141	11.131003	9.779990	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain
77	rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict	zstd-3	plain	rle-dict	rle-dict	plain	7711890	8847066	8739016	806458	1.012364	10.970275	10.836294	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict
78	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict	zstd-3	plain	rle-dict	rle-dict	rle-dict	7711890	8847066	4434810	682135	1.994914	12.969670	6.501367	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-rle-dict
79	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict	zstd-3	plain	rle-dict	rle-dict	delta-byte-array	7711890	8847066	4906844	813142	1.803005	10.880100	6.034424	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict
80	rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	zstd-3	plain	rle-dict	rle-dict	delta-length-byte-array	7711890	8847066	7705329	840392	1.148175	10.527309	9.168732	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
81	rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain	zstd-3	rle-dict	plain	plain	plain	7711890	8847066	6049924	830525	1.462343	10.652378	7.284457	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain
82	rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	zstd-3	rle-dict	plain	plain	rle-dict	7711890	8847066	1745718	706202	5.067867	12.527671	2.471981	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain
83	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	zstd-3	rle-dict	plain	plain	delta-byte-array	7711890	8847066	2217752	837209	3.989204	10.567333	2.648983	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain
84	rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain	zstd-3	rle-dict	plain	plain	delta-length-byte-array	7711890	8847066	5016237	864459	1.763686	10.234223	5.802747	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain
85	rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-rle-dict	zstd-3	rle-dict	plain	rle-dict	plain	7711890	8847066	5981990	876104	1.478950	10.098192	6.827945	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-rle-dict
86	rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	zstd-3	rle-dict	plain	rle-dict	rle-dict	7711890	8847066	1677784	751781	5.273066	11.768143	2.231746	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict
87	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict	zstd-3	rle-dict	plain	rle-dict	delta-byte-array	7711890	8847066	2149818	882788	4.115263	10.021733	2.435260	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict
88	rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict	zstd-3	rle-dict	plain	rle-dict	delta-length-byte-array	7711890	8847066	4948303	910038	1.787899	9.721645	5.437469	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict
89	rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain	zstd-3	rle-dict	rle-dict	plain	plain	7711890	8847066	6009949	830545	1.472070	10.652121	7.236151	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain
90	rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	zstd-3	rle-dict	rle-dict	plain	rle-dict	7711890	8847066	1705743	706222	5.186635	12.527316	2.415307	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain
91	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	zstd-3	rle-dict	rle-dict	plain	delta-byte-array	7711890	8847066	2177777	837229	4.062430	10.567080	2.601172	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain
92	rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain	zstd-3	rle-dict	rle-dict	plain	delta-length-byte-array	7711890	8847066	4976262	864479	1.777854	10.233986	5.756371	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain
93	rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	zstd-3	rle-dict	rle-dict	rle-dict	plain	7711890	8847066	5942015	876124	1.488900	10.097961	6.782162	3	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict
94	rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	zstd-3	rle-dict	rle-dict	rle-dict	rle-dict	7711890	8847066	1637809	751801	5.401769	11.767830	2.178514	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict
95	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict	zstd-3	rle-dict	rle-dict	rle-dict	delta-byte-array	7711890	8847066	2109843	882808	4.193234	10.021506	2.389923	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict
96	rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	zstd-3	rle-dict	rle-dict	rle-dict	delta-length-byte-array	7711890	8847066	4908328	910058	1.802460	9.721431	5.393423	4	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
